dc,Station Number,Year,Month,Day,Total daily global solar exposure in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),#
dc, 86282,2013,11,07,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,#
dc, 86282,2013,11,08, 7.679969,0.2840920, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000261,0.0025920, 0.008163,0.0029700, 0.030694,0.0034610, 0.053593,0.0040510, 0.088078,0.0053200, 0.128095,0.0059860, 0.104617,0.0045650, 0.186018,0.0063960, 0.162101,0.0054340, 0.239390,0.0073010, 0.615671,0.0225400, 0.464887,0.0126310, 0.699162,0.0185620, 0.863326,0.0235230, 0.466662,0.0131850, 0.294982,0.0092430, 0.260494,0.0076430, 0.180611,0.0056350, 0.160621,0.0051450, 0.314490,0.0091230, 1.031967,0.0390030, 0.485160,0.0187140, 0.108630,0.0054890, 0.059344,0.0035640, 0.154816,0.0067240, 0.125469,0.0064170, 0.180130,0.0107190, 0.191053,0.0123120, 0.020707,0.0033360, 0.000765,0.0024990, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,09,14.328122,0.5840720, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.001035,0.0026920, 0.019034,0.0032610, 0.044422,0.0040000, 0.089709,0.0055240, 0.265902,0.0121470, 0.298966,0.0116780, 0.508566,0.0251190, 0.548668,0.0208970, 0.604726,0.0196540, 0.652013,0.0193810, 0.898795,0.0315420, 0.612696,0.0216400, 0.284241,0.0084370, 0.590452,0.0160810, 0.817609,0.0265660, 0.881241,0.0309430, 1.000806,0.0564940, 0.802757,0.0245220, 0.627450,0.0182440, 0.513069,0.0140570, 0.504638,0.0142850, 0.605992,0.0192030, 0.694741,0.0283450, 0.661443,0.0381700, 0.633342,0.0403030, 0.589487,0.0321310, 0.394540,0.0219090, 0.142292,0.0100630, 0.037929,0.0041710, 0.001550,0.0026010, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,10,19.620086,0.8795410, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.001090,0.0028810, 0.060069,0.0056340, 0.203142,0.0130700, 0.328905,0.0192420, 0.202334,0.0094940, 0.171705,0.0071110, 0.504986,0.0193620, 0.468954,0.0226350, 1.313018,0.0540040, 1.091171,0.0502740, 1.075387,0.0436730, 1.207084,0.0549230, 1.446870,0.0522480, 1.161070,0.0411350, 1.093479,0.0412210, 1.091533,0.0456900, 1.452313,0.0698500, 1.392078,0.0666430, 1.102923,0.0462880, 0.979903,0.0459190, 0.738811,0.0324370, 0.704808,0.0356480, 0.561228,0.0260050, 0.619158,0.0350780, 0.265124,0.0116550, 0.178725,0.0084610, 0.111814,0.0072640, 0.085090,0.0061570, 0.007238,0.0029340, 0.000064,0.0025920, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,         ,         ,#
dc, 86282,2013,11,11,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,#
dc, 86282,2013,11,12, 7.909026,0.2678810, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0001920, 0.000575,0.0028810, 0.025245,0.0034900, 0.222654,0.0142860, 0.092073,0.0055770, 0.263872,0.0119120, 0.248275,0.0096990, 0.229014,0.0080210, 0.424213,0.0131080, 0.240331,0.0072960, 0.444841,0.0123010, 0.750048,0.0202530, 0.777213,0.0213490, 0.582972,0.0155800, 0.570643,0.0151910, 0.419448,0.0114560, 0.454461,0.0123980, 0.306594,0.0088720, 0.288867,0.0084000, 0.427829,0.0123190, 0.167049,0.0055470, 0.166215,0.0056710, 0.156204,0.0054730, 0.248782,0.0083550, 0.149455,0.0059820, 0.111685,0.0052610, 0.073478,0.0044500, 0.046693,0.0037950, 0.011020,0.0029840, 0.008501,0.0029810, 0.000763,0.0027870, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,13, 6.973700,0.2342040, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0002880, 0.000000,0.0028800, 0.007465,0.0029460, 0.017129,0.0030630, 0.072947,0.0047200, 0.135388,0.0065130, 0.179264,0.0072250, 0.285316,0.0097250, 0.298345,0.0093120, 0.329467,0.0096080, 0.390943,0.0108720, 0.458083,0.0124070, 0.428038,0.0115860, 0.452333,0.0122940, 0.382710,0.0107390, 0.374347,0.0105490, 0.295982,0.0084940, 0.320047,0.0090850, 0.410153,0.0113560, 0.317037,0.0089420, 0.260320,0.0076480, 0.203832,0.0063050, 0.359564,0.0107210, 0.377146,0.0118520, 0.242352,0.0086600, 0.159307,0.0067530, 0.102232,0.0054430, 0.069391,0.0046780, 0.036823,0.0037210, 0.005674,0.0029200, 0.002052,0.0028890, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,14,14.921606,0.6163920, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0001920, 0.000406,0.0028800, 0.019234,0.0032770, 0.085468,0.0059560, 0.142159,0.0078850, 0.180055,0.0084030, 0.225242,0.0089890, 0.392673,0.0134570, 0.493543,0.0154910, 0.767514,0.0259680, 0.821622,0.0266290, 0.835194,0.0235210, 0.831240,0.0233740, 0.881431,0.0287140, 1.387815,0.0492520, 0.724036,0.0238050, 0.426262,0.0138740, 0.541062,0.0174460, 0.655350,0.0210910, 0.537040,0.0175530, 0.762697,0.0314680, 0.966335,0.0591020, 0.998017,0.0545010, 0.637871,0.0373690, 0.683307,0.0378930, 0.468064,0.0271260, 0.247536,0.0122070, 0.115922,0.0070650, 0.064852,0.0051180, 0.027882,0.0035940, 0.001767,0.0028890, 0.000000,0.0002880, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,15,22.101600,0.8821920, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0002880, 0.002455,0.0028950, 0.028240,0.0035530, 0.079119,0.0055480, 0.170818,0.0090880, 0.271871,0.0123080, 0.542706,0.0255730, 0.419943,0.0140570, 0.579842,0.0264590, 0.581358,0.0204930, 0.462493,0.0135630, 0.681793,0.0246490, 0.479205,0.0134350, 1.011786,0.0289030, 0.796269,0.0216470, 1.359687,0.0538000, 1.736809,0.0832540, 1.572808,0.0612180, 1.379322,0.0447260, 1.494649,0.0748910, 1.403953,0.0842220, 1.550640,0.0469570, 1.405745,0.0419020, 1.150570,0.0412270, 0.994734,0.0331240, 0.796801,0.0304500, 0.589419,0.0265770, 0.388938,0.0202000, 0.129112,0.0097580, 0.037347,0.0041280, 0.003160,0.0029020, 0.000000,0.0003840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,16,16.744010,0.6688270, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0003840, 0.003969,0.0029150, 0.037373,0.0039230, 0.122254,0.0078280, 0.226487,0.0117510, 0.391940,0.0175990, 0.582138,0.0227500, 0.540736,0.0183940, 0.690432,0.0336960, 0.643153,0.0194890, 0.510987,0.0140090, 0.559290,0.0150060, 0.439303,0.0119320, 0.576408,0.0153940, 0.774194,0.0295590, 1.313554,0.0486900, 1.584053,0.0598450, 1.215732,0.0543810, 1.072256,0.0449100, 1.746910,0.0803670, 0.990670,0.0461190, 0.646600,0.0205450, 0.619474,0.0243330, 0.463761,0.0143510, 0.263662,0.0091950, 0.276389,0.0116980, 0.262090,0.0118520, 0.104163,0.0061790, 0.073321,0.0053720, 0.010233,0.0029780, 0.002466,0.0028900, 0.000000,0.0004800, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,17,31.263270,1.0927150, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0006720, 0.005038,0.0029260, 0.079963,0.0064000, 0.184448,0.0116450, 0.392336,0.0197920, 0.569623,0.0299960, 0.888561,0.0451210, 0.605953,0.0367350, 0.950655,0.0543080, 1.358958,0.0418440, 1.495971,0.0448530, 1.625795,0.0437950, 1.724214,0.0499600, 1.844996,0.0480700, 1.821622,0.0548650, 1.876119,0.0574720, 1.973046,0.0572290, 1.762171,0.0686920, 1.714005,0.0663510, 1.773931,0.0540300, 1.550564,0.0526760, 1.518075,0.0415840, 1.345087,0.0382160, 1.169692,0.0353550, 0.981084,0.0325540, 0.785740,0.0295360, 0.588754,0.0257070, 0.392432,0.0202410, 0.211851,0.0130960, 0.067308,0.0056610, 0.005266,0.0029400, 0.000000,0.0003840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,18,30.171436,0.9196510, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0007680, 0.002853,0.0028940, 0.021256,0.0032650, 0.059634,0.0045490, 0.133303,0.0072550, 0.218976,0.0096610, 0.414021,0.0157390, 0.885430,0.0331200, 1.180405,0.0347590, 1.349244,0.0374250, 1.504440,0.0403250, 1.628094,0.0428940, 1.725811,0.0451210, 1.807423,0.0471120, 1.862030,0.0492570, 1.889288,0.0500450, 1.885203,0.0499680, 1.843089,0.0489040, 1.796634,0.0477550, 1.719990,0.0460400, 1.544605,0.0554190, 1.355824,0.0520530, 1.320305,0.0375580, 1.138849,0.0344080, 0.952719,0.0315630, 0.754195,0.0282740, 0.556032,0.0241960, 0.367196,0.0188750, 0.194300,0.0120150, 0.056481,0.0050260, 0.003792,0.0029160, 0.000000,0.0004800, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,19,29.023234,0.9222100, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0008640, 0.006339,0.0029470, 0.076926,0.0061140, 0.231526,0.0138470, 0.412129,0.0206580, 0.615335,0.0260210, 0.860676,0.0314910, 0.912826,0.0299920, 0.996886,0.0316540, 1.191289,0.0389370, 1.274646,0.0404230, 0.992776,0.0281150, 1.543358,0.0492650, 1.824020,0.0483400, 1.894915,0.0493800, 1.917814,0.0512240, 1.962634,0.0516820, 1.720068,0.0477380, 1.817175,0.0481690, 1.550785,0.0409170, 0.928585,0.0314620, 1.125635,0.0390630, 1.353153,0.0378340, 1.073427,0.0356590, 0.970545,0.0316000, 0.765881,0.0289650, 0.489544,0.0243360, 0.322977,0.0184820, 0.160971,0.0100230, 0.026389,0.0035140, 0.003991,0.0029030, 0.000000,0.0005760, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,20,10.807795,0.3549700, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0008640, 0.000070,0.0028800, 0.012890,0.0030430, 0.066135,0.0048720, 0.060266,0.0041990, 0.113858,0.0056140, 0.163482,0.0066940, 0.214201,0.0075050, 0.186421,0.0062230, 0.224725,0.0069020, 0.251501,0.0073410, 0.480061,0.0130940, 0.933313,0.0251040, 1.122684,0.0350170, 0.919455,0.0303170, 0.711595,0.0197710, 1.048513,0.0348840, 1.020810,0.0308200, 1.064320,0.0291760, 0.543648,0.0151270, 0.515565,0.0140980, 0.299304,0.0086550, 0.285841,0.0086260, 0.292384,0.0092380, 0.102431,0.0044280, 0.067200,0.0039040, 0.045039,0.0034750, 0.035315,0.0033990, 0.018305,0.0030920, 0.008091,0.0029490, 0.000360,0.0028800, 0.000000,0.0007680, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,21,27.462295,1.0762040, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0008640, 0.000514,0.0028810, 0.014212,0.0030700, 0.039783,0.0037180, 0.086232,0.0051480, 0.196737,0.0087230, 0.551736,0.0232440, 0.730999,0.0304410, 0.814365,0.0297590, 0.826601,0.0309320, 1.623307,0.0517900, 1.343995,0.0608200, 1.111480,0.0556950, 1.806666,0.0668520, 2.015337,0.0779190, 1.517188,0.0688210, 1.998771,0.0780660, 2.047469,0.0533770, 1.940113,0.0520900, 1.426366,0.0622910, 1.540547,0.0578160, 1.089675,0.0559870, 0.935119,0.0388440, 1.400377,0.0412950, 0.956024,0.0367200, 0.262014,0.0099800, 0.491720,0.0234630, 0.430657,0.0238830, 0.175965,0.0113820, 0.081058,0.0063690, 0.007255,0.0029940, 0.000000,0.0009600, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,22,24.477678,0.9178850, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0010560, 0.002577,0.0028930, 0.021904,0.0032850, 0.165363,0.0103360, 0.446028,0.0237970, 0.358023,0.0219490, 0.625995,0.0272730, 0.778017,0.0335110, 0.587490,0.0176540, 0.625137,0.0175440, 0.465298,0.0127880, 0.545090,0.0146630, 0.707386,0.0187330, 0.644865,0.0170750, 1.167863,0.0337400, 1.913170,0.0642940, 1.630326,0.0776640, 1.551343,0.0764560, 1.815424,0.0632960, 1.680448,0.0558090, 1.634489,0.0512010, 1.498847,0.0457790, 1.320432,0.0472050, 1.224354,0.0361750, 0.975747,0.0360220, 0.762613,0.0355290, 0.607768,0.0270540, 0.453109,0.0235080, 0.224774,0.0136720, 0.038239,0.0040120, 0.005548,0.0029390, 0.000000,0.0009600, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,23,18.155238,0.7622360, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0011520, 0.002582,0.0028950, 0.011899,0.0030030, 0.054951,0.0043770, 0.086542,0.0052140, 0.168072,0.0075810, 0.392160,0.0145090, 0.649910,0.0238260, 0.615391,0.0197550, 0.757681,0.0380200, 1.333473,0.0587020, 1.254053,0.0669730, 0.616063,0.0277630, 1.028938,0.0405180, 1.065110,0.0521470, 0.970353,0.0299580, 0.529054,0.0152560, 1.159851,0.0428980, 1.081440,0.0510960, 0.568170,0.0163690, 1.535857,0.0493060, 1.395000,0.0528280, 1.327072,0.0568470, 0.219987,0.0135510, 0.288495,0.0101010, 0.350116,0.0133300, 0.521844,0.0271060, 0.093044,0.0054900, 0.039940,0.0037650, 0.035011,0.0039380, 0.003166,0.0028950, 0.000000,0.0010560, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,24,16.419928,0.6938540, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0011520, 0.001842,0.0028890, 0.019753,0.0032120, 0.066912,0.0048470, 0.124857,0.0068120, 0.188897,0.0085120, 0.164733,0.0067390, 0.145751,0.0055770, 0.161712,0.0057330, 0.346715,0.0103360, 0.315479,0.0095220, 0.526609,0.0198400, 0.878144,0.0301430, 1.273500,0.0379670, 1.120312,0.0365460, 0.715257,0.0248130, 1.141020,0.0535490, 1.011666,0.0594970, 1.046149,0.0503550, 0.998886,0.0308040, 1.157810,0.0401310, 0.864343,0.0303390, 0.722157,0.0371670, 0.836619,0.0330310, 0.678661,0.0410330, 0.723186,0.0342340, 0.520369,0.0279450, 0.440490,0.0220750, 0.155695,0.0095730, 0.060247,0.0050770, 0.012145,0.0031440, 0.000000,0.0012480, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,25,30.879086,1.1053690, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0013440, 0.003663,0.0028970, 0.029314,0.0035560, 0.110143,0.0069850, 0.257548,0.0132750, 0.664143,0.0332620, 0.554626,0.0267670, 0.577653,0.0249090, 0.992673,0.0525850, 0.930804,0.0499190, 1.423333,0.0506990, 1.674366,0.0482750, 1.713414,0.0593710, 1.870420,0.0611310, 1.676412,0.0806260, 1.822620,0.0818930, 1.970694,0.0515040, 1.887319,0.0593590, 1.853926,0.0524800, 1.780656,0.0467080, 1.658834,0.0438530, 1.532493,0.0411900, 1.384945,0.0384940, 1.213266,0.0357560, 1.027621,0.0331380, 0.837091,0.0304830, 0.637771,0.0269140, 0.436607,0.0217270, 0.254856,0.0151240, 0.093478,0.0070770, 0.008387,0.0029990, 0.000000,0.0010560, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,26,27.366856,0.8884330, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0013440, 0.011214,0.0030910, 0.106356,0.0077340, 0.267571,0.0155610, 0.468970,0.0228130, 0.674853,0.0279510, 0.798639,0.0287250, 1.031695,0.0328960, 1.231653,0.0359670, 1.361232,0.0379860, 1.477600,0.0399280, 1.709187,0.0451600, 1.786693,0.0471160, 1.589040,0.0437330, 1.638114,0.0448260, 1.420647,0.0472120, 1.800097,0.0500250, 1.928389,0.0526400, 1.265462,0.0440640, 0.832834,0.0227240, 0.704689,0.0192160, 0.982727,0.0275530, 1.076028,0.0312240, 0.851746,0.0356980, 0.483994,0.0195320, 0.500671,0.0259500, 0.587974,0.0278550, 0.489561,0.0271670, 0.234008,0.0140820, 0.046089,0.0043710, 0.009114,0.0030310, 0.000000,0.0012480, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
