"date","daily_rain","daily_WL","daily_turbidity","water_temp","lux"
2013-10-17,1.2,0.325760416666667,22.3416666666667,12.437237138,24577.1044045339
2013-10-18,0.4,0.289979166666667,22.4291666666667,17.784403602,39185.0896296296
2013-10-19,0,0.256989583333333,16.26875,21.209932118,39198.9205324074
2013-10-20,0,0.241427083333333,15.0760416666667,27.392593342,30169.0594675926
2013-10-21,0,0.2298125,15.1,14.27532561,7688.96810185185
2013-10-22,0,0.400270833333333,26.921875,14.024677182,10478.8525231481
2013-10-23,20,1.03704705882353,57.5447058823529,12.771435042,15592.020787037
2013-10-24,7,0.591175257731959,44.7360824742268,12.353687662,29256.0998611111
2013-10-25,0,0.394552083333333,39.56875,13.02208347,24577.1044045339
2013-10-26,0,0.3575625,35.015625,13.774028754,19461.0488657407
2013-10-27,0,0.313604166666667,32.6666666666667,14.024677182,24179.6840972222
2013-10-28,0,0.333447916666667,28.95,14.943721418,18916.3555787037
2013-10-29,3.6,0.346572916666667,25.5510416666667,13.606929802,24221.0906712963
2013-10-30,0,0.283895833333333,21.1385416666667,14.776622466,21598.573587963
2013-10-31,0,0.262739583333333,19.1645833333333,14.191776134,29356.8656481481
2013-11-01,0,0.252939393939394,22.5181818181818,19.70604155,29136.2291043447
2013-11-07,0,0.213532258064516,3.59032258064516,19.956689978,29136.2291043447
2013-11-08,0,0.280885416666667,8.26979166666667,15.361468798,10844.4006712963
2013-11-09,3.2,0.332552083333333,14.7708333333333,12.687885566,20231.8389351852
2013-11-10,2,0.331354166666667,12.1375,13.690479278,27704.2881018519
2013-11-11,0,0.273395833333333,9.80416666666667,14.860171942,29136.2291043447
2013-11-12,0.4,0.375645833333333,17.9552083333333,13.606929802,11167.8376388889
2013-11-13,17,0.993653333333333,34.7066666666667,11.852390806,9847.12268518518
2013-11-20,0,0.261901960784314,10.9588235294118,14.609523514,15261.0068287037
2013-11-21,0,0.2666875,10.1510416666667,20.207338406,38777.777662037
2013-11-22,0,0.250510416666667,8.41354166666667,17.61730465,34563.3879166667
2013-11-23,0.6,0.434572916666667,19.7302083333333,15.94631513,25635.8684722222
2013-11-24,18.6,0.6684375,25.5385416666667,15.862765654,23185.5464814815
2013-11-25,0.4,0.39034375,14.4666666666667,18.202150982,43602.4131018519
2013-11-26,0,0.311166666666667,9.77708333333333,23.215119542,38643.0142592593
2013-11-27,0,0.269760416666667,7.52291666666667,27.058395438,36479.8088194444
2013-11-28,0,0.358270833333333,12.9770833333333,20.54153631,5719.18914351852
2013-11-29,7.4,0.484541666666667,15.3729166666667,13.523380326,19933.9047685185
2013-11-30,0.6,0.383729166666667,11.8010416666667,16.78180989,38265.9890740741
